run,iteration,samples,cost,time
0,0,300,6.43378,1.87948
0,1,300,2.52156,2.22353
0,2,300,1.52728,2.42405
0,3,300,1.08608,2.36179
0,0,600,5.10873,3.90307
0,1,600,1.76576,6.61484
0,2,600,1.10127,6.56979
0,3,600,0.851354,6.83171
0,0,900,3.67172,7.30231
0,1,900,1.59584,12.9537
0,2,900,1.06218,10.7536
0,3,900,0.809475,13.7348
